misclassify_rate,delay_60_FPR,delay_60_F1,delay_180_FPR,delay_180_F1,delay_600_FPR,delay_600_F1
0.0,0.02979483053404405,0.7455516014234875,0.0220004022930705,0.7557983713019276,0.025093030272553555,0.5558161350844277
0.1,0.023408428039827015,0.5102115690350985,0.018580911193804686,0.521183253948358,0.01918435079955748,0.45049051667756707
0.2,0.020542089912501258,0.4719417103413013,0.019536357236246606,0.4773018722749423,0.022025545609976868,0.4297606659729449
0.5,0.031026853062456,0.40130016252031503,0.022126118877602335,0.42091503267973857,0.022779845117167855,0.38433879344786254
